time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-08-27T19:04:04.860Z,36.292,-89.5256666666667,8.12,1.52,md,20,39,0.03783,0.07,nm,nm60546671,2023-08-28T13:34:30.290Z,"4 km NW of Ridgely, Tennessee",earthquake,0.3,0.5,0.0883920368929434,16,reviewed,nm,nm
2023-08-27T19:01:07.040Z,32.2545,-116.5658333,10.26,1.04,ml,15,252,0.1013,0.12,ci,ci39652562,2023-08-28T20:56:33.135Z,"33 km E of Primo Tapia, B.C., MX",earthquake,0.54,0.64,0.115,4,reviewed,ci,ci
2023-08-27T18:51:17.463Z,58.2565,-155.1011,1.9,1.2,ml,,,,0.26,ak,ak023azkgps2,2023-08-28T20:24:08.990Z,"85 km NNW of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2023-08-27T18:42:10.651Z,65.3845,-144.3302,17.2,2.2,ml,,,,1.43,ak,ak023azkert5,2023-08-27T18:45:12.411Z,"30 km SE of Central, Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-08-27T18:39:16.998Z,61.5019,-150.0639,40.7,3,ml,,,,0.46,ak,ak023azke53r,2023-08-28T18:42:39.975Z,"6 km WSW of Big Lake, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-08-27T18:28:15.941Z,31.62764056,-104.4991353,7.10847168,1.7,ml,28,138,0.04105318553,0.2,tx,tx2023qugi,2023-08-30T08:56:45.746Z,"61 km S of Whites City, New Mexico",earthquake,1.202317122,0.751960435,0.1,19,reviewed,tx,tx
2023-08-27T18:01:06.903Z,37.0186,-105.0025,5,2.7,ml,11,86,0.204,0.35,us,us7000krda,2023-08-27T19:32:41.040Z,"15 km SSE of Stonewall Gap, Colorado",earthquake,1.75,1.623,0.057,56,reviewed,us,us
2023-08-27T17:39:24.010Z,52.0666666666667,178.5135,4.12,1.45,ml,4,341,,0.12,av,av92022766,2023-08-28T19:58:19.420Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.48,4.57,0.234413222318007,4,reviewed,av,av
2023-08-27T17:13:59.000Z,44.7938333,-110.983,8.7,1.04,ml,12,161,0.03824,0.1,uu,uu60548512,2023-08-28T15:03:43.460Z,"16 km E of Hebgen Lake Estates, Montana",earthquake,0.59,0.98,0.199,3,reviewed,uu,uu
2023-08-27T17:03:51.695Z,36.5089,142.679,22.844,5,mb,55,135,3.6,0.7,us,us7000krd6,2023-08-27T17:25:39.040Z,"171 km ESE of Iwaki, Japan",earthquake,7.4,4.677,0.098,33,reviewed,us,us
2023-08-27T17:01:09.529Z,31.60252174,-104.5088341,6.465771484,2.1,ml,14,145,0.08474891503,0.2,tx,tx2023qudl,2023-08-29T16:44:31.894Z,"64 km S of Whites City, New Mexico",earthquake,2.072150143,1.784096413,0.1,10,reviewed,tx,tx
2023-08-27T16:42:35.902Z,65.1159,-146.6351,10.9,1.2,ml,,,,1.31,ak,ak023azj7ysb,2023-08-27T16:45:52.652Z,"28 km NNE of Pleasant Valley, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-27T16:41:50.714Z,36.5322,142.6425,10,4.6,mb,32,135,3.57,0.65,us,us7000krd4,2023-08-27T18:52:03.040Z,"167 km ESE of Iwaki, Japan",earthquake,10.18,1.918,0.081,45,reviewed,us,us
2023-08-27T16:39:57.723Z,58.8178,-153.3983,30,1.6,ml,,,,1.17,ak,ak023azj7czu,2023-08-27T16:42:22.646Z,"Kodiak Island region, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-27T16:39:55.486Z,43.2165,-126.9086,10,2.5,ml,17,284,2.123,0.54,us,us7000krd2,2023-08-28T11:23:11.823Z,"",earthquake,10.44,2.026,0.048,58,reviewed,us,us
2023-08-27T16:37:00.910Z,36.0118333,-120.5725,4.38,1.27,md,37,69,0.0292,0.1,nc,nc73929956,2023-08-30T19:22:15.636Z,"18 km NW of Parkfield, CA",earthquake,0.23,0.32,0.19,20,reviewed,nc,nc
2023-08-27T16:11:21.795Z,60.725,-148.7309,13.6,1.8,ml,,,,0.66,ak,ak023azj1a9f,2023-08-27T16:13:31.180Z,"6 km SSW of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-27T16:02:58.180Z,31.9998333,-116.2693333,19.23,2.01,ml,17,77,0.2731,0.2,ci,ci39652474,2023-08-28T20:23:35.070Z,"36 km ENE of Ensenada, B.C., MX",earthquake,0.42,1.66,0.134,18,reviewed,ci,ci
2023-08-27T16:02:45.720Z,52.1623333333333,-176.200833333333,10.78,1.12,ml,5,317,,0.3,av,av92022726,2023-08-28T19:28:41.460Z,"43 km NE of Adak, Alaska",earthquake,2.39,2.83,0.225905609383531,5,reviewed,av,av
2023-08-27T16:00:26.546Z,-2.9397,129.431,10,4.4,mb,25,88,2.814,0.92,us,us7000krcz,2023-08-27T16:25:12.040Z,"",earthquake,6.01,1.919,0.131,17,reviewed,us,us
2023-08-27T15:59:21.000Z,34.3675,-119.5506667,0.35,2.2,ml,43,108,0.07408,0.29,ci,ci39652458,2023-08-28T20:16:26.970Z,"5 km SW of Carpinteria, CA",earthquake,0.46,0.77,0.144,43,reviewed,ci,ci
2023-08-27T15:34:44.860Z,19.3735008239746,-155.287002563477,0.939999997615814,1.81,ml,11,105,,0.119999997,hv,hv73547777,2023-08-27T15:40:14.860Z,"9 km SW of Volcano, Hawaii",earthquake,0.29,0.409999996,0.22,5,automatic,hv,hv
2023-08-27T15:19:54.180Z,40.4308333,-124.1205,27.06,1.66,md,29,63,0.09479,0.1,nc,nc73929946,2023-08-29T18:28:18.709Z,"8 km S of Rio Dell, CA",earthquake,0.25,0.5,0.26,23,reviewed,nc,nc
2023-08-27T15:15:49.380Z,61.0434,-151.0733,57.2,1.4,ml,,,,0.38,ak,ak023azigrne,2023-08-27T15:17:21.558Z,"4 km SE of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-27T15:08:42.457Z,63.0047,-150.9429,107.1,1.6,ml,,,,0.46,ak,ak023azif93p,2023-08-27T15:11:12.251Z,"57 km N of Petersville, Alaska",earthquake,,1,,,automatic,ak,ak
2023-08-27T15:05:24.135Z,32.87567139,-100.9359518,6.089233398,2.3,ml,17,76,0.02371747693,0.3,tx,tx2023qtzp,2023-08-28T19:42:52.856Z,"17 km N of Snyder, Texas",earthquake,0.7968232846999999,1.311536686,0.1,12,reviewed,tx,tx
2023-08-27T14:46:03.440Z,34.0328333,-117.2405,17.11,1.28,ml,58,48,0.08047,0.15,ci,ci39652426,2023-08-28T20:04:50.842Z,"3 km SE of Loma Linda, CA",earthquake,0.16,0.32,0.16,35,reviewed,ci,ci
2023-08-27T14:36:08.600Z,19.404333114624,-155.269165039062,1.22000002861023,1.79999995,md,25,47,,0.189999998,hv,hv73547697,2023-08-27T14:39:05.410Z,"5 km SW of Volcano, Hawaii",earthquake,0.19,0.230000004,1.17999995,14,automatic,hv,hv
2023-08-27T14:32:05.740Z,38.8115,-122.8215,2.96,1.36,md,17,73,0.02077,0.11,nc,nc73929931,2023-08-30T18:57:14.476Z,"7 km NW of The Geysers, CA",earthquake,0.3,0.51,0.183,19,reviewed,nc,nc
2023-08-27T14:30:36.540Z,17.886,-66.8438333333333,15.64,1.89,md,4,239,0.09477,0.07,pr,pr71422348,2023-08-27T15:00:33.580Z,"11 km SSE of Maria Antonia, Puerto Rico",earthquake,1.91,0.94,0.148291575013588,4,reviewed,pr,pr
2023-08-27T14:29:42.022Z,61.703,-149.7918,33.7,1.4,ml,,,,0.66,ak,ak023azhybop,2023-08-27T14:34:18.549Z,"Southern Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-27T14:28:06.560Z,19.158166885376,-155.364669799805,30.3500003814697,2.02,ml,7,223,,0.0700000003,hv,hv73547682,2023-08-27T14:33:37.490Z,"12 km ESE of Pāhala, Hawaii",earthquake,2.11,1.19000006,0.49,3,automatic,hv,hv
2023-08-27T14:08:00.346Z,39.7552,-119.5918,7.7,1.2,ml,11,101.69,0.165,0.0966,nn,nn00865100,2023-08-27T14:51:50.408Z,"",earthquake,,2.1,0.1,7,reviewed,nn,nn
2023-08-27T13:56:26.990Z,19.3763332366943,-155.281005859375,1.19000005722046,1.75,ml,22,92,,0.180000007,hv,hv73547617,2023-08-27T14:01:57.880Z,"8 km SW of Volcano, Hawaii",earthquake,0.21,0.239999995,0.2,8,automatic,hv,hv
2023-08-27T13:53:37.564Z,-5.4083,34.8839,10,4.7,mb,17,125,4.371,0.99,us,us7000krch,2023-08-27T14:48:36.040Z,"Tanzania",earthquake,7.31,1.933,0.159,12,reviewed,us,us
2023-08-27T13:48:17.440Z,19.3921666666667,-155.277333333333,1.8,1.96,ml,31,50,,0.11,hv,hv73547597,2023-08-28T18:11:27.310Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.16,0.175014184787601,11,reviewed,hv,hv
2023-08-27T13:48:00.550Z,35.9286667,-120.4803333,4.88,1.84,md,36,48,0.01931,0.07,nc,nc73929926,2023-08-30T18:26:15.301Z,"6 km NW of Parkfield, CA",earthquake,0.17,0.24,0.21,28,reviewed,nc,nc
2023-08-27T13:29:54.105Z,-6.4916,129.9449,148.829,4.7,mb,34,92,4.227,0.77,us,us7000krca,2023-08-27T13:48:16.040Z,"Banda Sea",earthquake,9.65,8.39,0.097,32,reviewed,us,us
2023-08-27T13:25:44.509Z,60.3524,-148.5898,4.6,1.8,ml,,,,0.52,ak,ak023azhc182,2023-08-27T13:27:53.017Z,"41 km E of Primrose, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-27T13:14:05.770Z,19.1833333333333,-155.4995,30.94,2.88,ml,59,79,,0.12,hv,hv73547542,2023-08-28T19:20:06.537Z,"",earthquake,0.38,0.49,0.173167327287315,35,reviewed,hv,hv
2023-08-27T13:13:11.310Z,34.418,-119.1851667,4.73,1.27,ml,17,134,0.04369,0.22,ci,ci39652386,2023-08-28T19:43:34.689Z,"6 km ESE of Ojai, CA",earthquake,0.38,0.5,0.209,10,reviewed,ci,ci
2023-08-27T13:07:12.010Z,34.0245,-116.7921667,17.62,1.16,ml,33,69,0.01676,0.16,ci,ci39652370,2023-08-27T13:34:01.750Z,"12 km N of Cabazon, CA",earthquake,0.21,0.46,0.155,28,reviewed,ci,ci
2023-08-27T12:46:04.740Z,37.3816667,-122.4825,10.74,1.52,md,38,192,0.08136,0.09,nc,nc73929911,2023-08-29T19:25:14.392Z,"10 km SSW of Half Moon Bay, CA",earthquake,0.3,0.59,0.183,31,reviewed,nc,nc
2023-08-27T12:44:58.584Z,39.7538,-119.5905,7.8,1.3,ml,13,101.7,0.164,0.1122,nn,nn00865091,2023-08-28T16:37:55.757Z,"15 km NE of Spanish Springs, Nevada",earthquake,,1.6,0.14,8,reviewed,nn,nn
2023-08-27T12:43:33.997Z,59.4724,-153.0039,105.6,1.8,ml,,,,0.23,ak,ak023azgufp3,2023-08-27T12:45:25.460Z,"62 km WNW of Nanwalek, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-27T12:31:42.388Z,61.5023,-151.3117,18.5,1.4,ml,,,,0.76,ak,ak023azgrvr2,2023-08-30T18:04:22.410Z,"Southern Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-27T12:30:57.910Z,36.5551666666667,-89.6491666666667,7.31,2.25,md,49,45,0.02977,0.11,nm,nm60546621,2023-08-28T12:34:24.170Z,"",earthquake,0.14,0.35,0.0964624259088254,35,reviewed,nm,nm
2023-08-27T12:29:44.890Z,19.3263339996338,-155.195007324219,2.60999989509583,1.75,ml,44,115,,0.150000006,hv,hv73547482,2023-08-27T12:35:16.550Z,"13 km SSE of Volcano, Hawaii",earthquake,0.31,0.639999986,0.34,10,automatic,hv,hv
2023-08-27T12:23:48.780Z,38.2161667,-112.7588333,-2.51,1.33,ml,17,89,0.2171,0.16,uu,uu60548507,2023-08-28T15:08:23.180Z,"12 km WSW of Beaver, Utah",earthquake,0.46,2.44,0.036,7,reviewed,uu,uu
2023-08-27T12:19:39.880Z,52.0365,178.483833333333,8.01,1.11,ml,4,337,,0.19,av,av92022606,2023-08-28T19:07:52.070Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.24,2.9,0.219145678354054,4,reviewed,av,av
2023-08-27T12:18:55.940Z,34.0518333,-118.9178333,12.73,1.73,ml,44,165,0.04685,0.26,ci,ci39652362,2023-08-28T19:35:15.076Z,"11 km WNW of Malibu, CA",earthquake,0.4,0.61,0.184,28,reviewed,ci,ci
2023-08-27T12:16:11.650Z,36.5695,-121.1623333,3.98,1.74,md,38,107,0.0187,0.08,nc,nc73929906,2023-08-29T19:15:15.345Z,"4 km NNW of Pinnacles, CA",earthquake,0.24,0.28,0.223,37,reviewed,nc,nc
2023-08-27T12:16:00.898Z,37.0282,-105.0005,5,1.9,ml,12,64,0.198,0.17,us,us7000krc0,2023-08-28T13:54:55.040Z,"Colorado",earthquake,1.29,1.734,0.128,8,reviewed,us,us
2023-08-27T12:00:20.617Z,63.5731,-147.6041,5.5,1.2,ml,,,,0.93,ak,ak023azgl6vh,2023-08-27T12:02:18.663Z,"67 km ESE of Denali Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-27T11:54:39.230Z,19.1746673583984,-155.50666809082,32.1100006103516,1.75999999,md,40,92,,0.0799999982,hv,hv73547422,2023-08-27T11:57:43.930Z,"4 km SW of Pāhala, Hawaii",earthquake,0.61,0.709999979,1.19000006,8,automatic,hv,hv
2023-08-27T11:46:24.464Z,62.4407,-151.1004,16.5,1.2,ml,,,,0.29,ak,ak023azg9mi6,2023-08-27T11:48:10.200Z,"18 km WSW of Petersville, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-27T11:35:13.520Z,46.776666666666664,-121.95783333333333,9.07,1.48,ml,46,44,0.0346,0.17,uw,uw61953746,2023-08-28T17:38:35.700Z,"5 km ENE of Ashford, Washington",earthquake,0.19,0.35,0.2336626768282497,32,reviewed,uw,uw
2023-08-27T11:35:04.600Z,33.9623333,-118.7496667,16.25,1.1,ml,11,184,0.06342,0.09,ci,ci39652354,2023-08-28T18:32:40.294Z,"7 km SE of Malibu, CA",earthquake,0.4,0.46,0.363,2,reviewed,ci,ci
2023-08-27T11:33:01.006Z,14.3363,-93.4152,10,4.5,mb,50,188,2.294,0.79,us,us7000krbv,2023-08-27T11:49:53.040Z,"",earthquake,5.54,1.85,0.035,235,reviewed,us,us
2023-08-27T11:31:37.090Z,36.5546666666667,-89.648,7.43,1.76,md,26,47,0.02987,0.05,nm,nm60546616,2023-08-28T13:01:22.590Z,"4 km WSW of Howardville, Missouri",earthquake,0.25,0.53,0.0733317217823537,23,reviewed,nm,nm
2023-08-27T11:27:00.008Z,61.4432,-150.6973,46.3,3.7,ml,,,,0.55,ak,ak023azg5evm,2023-08-28T11:30:10.494Z,"14 km SW of Susitna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-08-27T11:20:52.970Z,37.8258333,-122.0356667,4.91,1.12,md,15,89,0.02359,0.04,nc,nc73929901,2023-08-30T17:58:14.139Z,"3 km S of Alamo, CA",earthquake,0.19,0.36,0.159,9,reviewed,nc,nc
2023-08-27T11:17:42.405Z,61.0101,-151.59,77.8,2,ml,,,,0.26,ak,ak023azg3g4g,2023-08-27T11:38:14.429Z,"25 km WSW of Tyonek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-27T11:16:32.620Z,46.771,-121.97216666666667,9.15,2.19,ml,17,201,0.04597,0.12,uw,uw61953736,2023-08-27T16:47:30.590Z,"Washington",earthquake,0.52,0.54,0.22156383765585308,11,reviewed,uw,uw
2023-08-27T11:13:18.330Z,19.3798333333333,-155.281833333333,1.81,1.7,md,16,84,,0.09,hv,hv73547387,2023-08-27T11:58:50.870Z,"8 km SW of Volcano, Hawaii",earthquake,0.28,0.21,0.122441405288351,2,reviewed,hv,hv
2023-08-27T11:12:58.530Z,39.9235,-123.2503333,5.88,1.77,md,27,45,0.05269,0.2,nc,nc73929896,2023-08-28T00:29:21.897Z,"14 km N of Covelo, CA",earthquake,0.27,0.55,0.225,31,reviewed,nc,nc
2023-08-27T11:11:03.250Z,35.30016667,-97.64833333,5.79,1.19,ml,23,96,0.04229170093,0.24,ok,ok2023qtrw,2023-08-28T14:15:57.544Z,"",earthquake,,0.8,0.18,3,reviewed,ok,ok
2023-08-27T11:02:24.980Z,19.3840007781982,-155.275329589844,-1.04999995231628,2.18,ml,16,130,,0.219999999,hv,hv73547372,2023-08-27T11:08:02.660Z,"7 km SSW of Volcano, Hawaii",earthquake,0.37,0.310000002,0.26,12,automatic,hv,hv
2023-08-27T11:02:24.270Z,19.3871666666667,-155.278,1.58,2.16,ml,41,60,,0.1,hv,hv73547367,2023-08-28T18:19:43.980Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.1,0.136239349539908,16,reviewed,hv,hv
2023-08-27T11:00:19.793Z,-5.4861,34.8744,10,4.6,mb,32,74,4.432,0.64,us,us7000krbn,2023-08-27T11:21:11.040Z,"40 km SSE of Ikungi, Tanzania",earthquake,9.25,1.922,0.125,19,reviewed,us,us
2023-08-27T10:57:37.070Z,46.7705,-121.964,9.42,1.11,ml,39,52,0.0415,0.17,uw,uw61953731,2023-08-28T19:38:03.710Z,"5 km ENE of Ashford, Washington",earthquake,0.21,0.39,0.2523916389655927,27,reviewed,uw,uw
2023-08-27T10:52:24.430Z,19.19700050354,-155.372833251953,29.0799999237061,1.95,ml,10,248,,0.0900000036,hv,hv73547337,2023-08-27T10:57:56.480Z,"11 km E of Pāhala, Hawaii",earthquake,1.08,0.939999998,1.09,3,automatic,hv,hv
2023-08-27T10:44:37.563Z,60.1643,-152.5706,75.3,1.6,ml,,,,0.47,ak,ak023azfnsh8,2023-08-27T10:46:02.140Z,"51 km WNW of Ninilchik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-27T10:33:48.930Z,46.77333333333333,-121.96216666666666,9.4,1.03,ml,32,78,0.03888,0.16,uw,uw61953716,2023-08-28T22:26:51.600Z,"5 km ENE of Ashford, Washington",earthquake,0.3,0.38,0.22639651938213778,20,reviewed,uw,uw
2023-08-27T10:10:23.770Z,46.767833333333336,-121.957,9.67,2.86,ml,16,133,0.03914,0.11,uw,uw61953701,2023-08-28T01:46:32.625Z,"5 km E of Ashford, Washington",earthquake,0.35,0.46,0.3103042465135899,9,reviewed,uw,uw
2023-08-27T10:07:07.190Z,35.6751667,-117.5546667,8.93,1,ml,24,76,0.0911,0.19,ci,ci39652338,2023-08-28T18:29:33.275Z,"12 km ENE of Ridgecrest, CA",earthquake,0.25,0.83,0.135,10,reviewed,ci,ci
2023-08-27T09:51:20.680Z,36.5523333333333,-89.6525,7.46,1.92,md,36,48,0.02595,0.12,nm,nm60546606,2023-08-28T12:30:23.640Z,"southeastern Missouri",earthquake,0.28,0.49,0.142857770754501,33,reviewed,nm,nm
2023-08-27T09:42:48.440Z,34.9925,-117.1875,3.76,1.54,ml,23,52,0.09353,0.19,ci,ci39652322,2023-08-27T13:36:08.190Z,"18 km NW of Barstow, CA",earthquake,0.31,1.11,0.16,26,reviewed,ci,ci
2023-08-27T09:41:43.009Z,31.74762937,-104.5558381,4.640502930000001,2.2,ml,34,151,0.03737658525,0.2,tx,tx2023qtoy,2023-08-28T13:20:24.775Z,"50 km SSW of Whites City, New Mexico",earthquake,1.333117341,0.7399488927,0.1,23,reviewed,tx,tx
2023-08-27T09:37:42.022Z,55.9722,-158.8174,72.5,1.6,ml,,,,0.27,ak,ak023azf0v7e,2023-08-27T09:39:43.694Z,"Alaska Peninsula",earthquake,,1.4,,,automatic,ak,ak
2023-08-27T09:32:22.763Z,63.4803,-151.2299,0,1.3,ml,,,,1.3,ak,ak023azezr1t,2023-08-27T09:34:42.778Z,"25 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-27T09:13:43.913Z,31.67801765,-104.5233305,6.440063477,2.1,ml,26,150,0.04078289828,0.3,tx,tx2023qtnz,2023-08-28T21:16:11.314Z,"56 km SSW of Whites City, New Mexico",earthquake,1.374451502,0.8044892604,0.2,19,reviewed,tx,tx
2023-08-27T09:10:47.880Z,40.4675,-124.3663333,20.04,1.75,md,26,215,0.02344,0.12,nc,nc73929871,2023-08-27T20:46:14.671Z,"15 km SW of Ferndale, CA",earthquake,0.52,0.22,0.161,18,reviewed,nc,nc
2023-08-27T09:02:02.100Z,19.3118333333333,-66.0716666666667,89.51,3.43,md,11,299,1.026,0.17,pr,pr71422343,2023-08-27T09:18:56.950Z,"93 km N of San Juan, Puerto Rico",earthquake,2.94,4.65,0.0540820927081915,7,reviewed,pr,pr
2023-08-27T08:56:04.120Z,40.7265,-125.0401667,14.37,2.7,md,62,237,0.5908,0.19,nc,nc73929866,2023-08-29T21:23:18.067Z,"68 km WNW of Ferndale, CA",earthquake,1.58,17.38,0.296,51,reviewed,nc,nc
2023-08-27T08:53:01.290Z,37.4706667,-118.823,0.43,1.49,md,23,217,0.1134,0.04,nc,nc73929861,2023-08-29T18:36:15.125Z,"16 km SW of Toms Place, CA",earthquake,0.98,2.28,0.18,20,reviewed,nc,nc
2023-08-27T08:48:26.264Z,50.1925,155.9565,100.312,4.2,mb,53,156,3.115,0.51,us,us7000krb6,2023-08-27T09:44:36.040Z,"55 km SSW of Severo-Kuril’sk, Russia",earthquake,13.24,10.272,0.073,52,reviewed,us,us
2023-08-27T08:46:34.450Z,-58.6897,-25.1418,28.391,4.7,mb,38,92,15.874,0.51,us,us7000krb2,2023-08-27T09:11:04.040Z,"South Sandwich Islands region",earthquake,14.88,7.244,0.093,39,reviewed,us,us
2023-08-27T08:39:55.520Z,38.0626667,-112.7348333,7.57,1.69,ml,20,70,0.2116,0.09,uu,uu60548497,2023-08-28T15:15:39.480Z,"Utah",earthquake,0.35,2.28,0.188,10,reviewed,uu,uu
2023-08-27T08:25:32.470Z,19.3303337097168,-155.321670532227,1.5900000333786,1.72,ml,8,115,,0.0799999982,hv,hv73547162,2023-08-27T08:31:03.950Z,"",earthquake,0.38,0.730000019,3.78,4,automatic,hv,hv
2023-08-27T08:18:52.850Z,38.7449989,-122.6981659,0.46,1.01,md,7,225,0.02316,0.05,nc,nc73929851,2023-08-27T08:56:14.619Z,"3 km S of Anderson Springs, CA",earthquake,0.98,0.74,0.12,7,automatic,nc,nc
2023-08-27T08:17:36.530Z,19.4131666666667,-66.0765,9.37,3.3,md,17,245,1.025,0.33,pr,pr71422333,2023-08-27T08:32:42.410Z,"104 km N of San Juan, Puerto Rico",earthquake,2.07,3.2,0.0942116761084604,9,reviewed,pr,pr
2023-08-27T08:11:06.660Z,19.3718338012695,-155.277496337891,1.87999999523163,1.94,ml,28,110,,0.200000003,hv,hv73547132,2023-08-27T08:16:39.040Z,"Island of Hawaii, Hawaii",earthquake,0.29,0.330000013,2.38,11,automatic,hv,hv
2023-08-27T08:04:29.060Z,39.9236667,-123.2603333,6.44,1.65,md,17,48,0.05916,0.08,nc,nc73929836,2023-08-28T00:19:16.842Z,"15 km N of Covelo, CA",earthquake,0.2,0.37,0.213,23,reviewed,nc,nc
2023-08-27T07:52:08.360Z,32.8003333,-115.4435,16.74,1.44,ml,24,77,0.005693,0.22,ci,ci39652290,2023-08-28T18:14:43.314Z,"6 km WSW of Holtville, CA",earthquake,0.33,0.71,0.169,13,reviewed,ci,ci
2023-08-27T07:33:19.620Z,18.972,-65.357,40,3.57,md,16,253,0.7339,0.46,pr,pr2023239001,2023-08-27T07:57:04.893Z,"74 km N of Culebra, Puerto Rico",earthquake,3.03,10.97,0.12,14,reviewed,pr,pr
2023-08-27T07:32:09.200Z,18.9873333333333,-65.4038333333333,28.82,3.33,md,10,266,0.7607,0.39,pr,pr71422303,2023-08-27T08:12:14.690Z,"75 km NNE of Luquillo, Puerto Rico",earthquake,3.41,24.53,0.0610497696632062,10,reviewed,pr,pr
2023-08-27T07:15:09.940Z,34.4538333,-119.2266667,0.91,1.36,ml,31,60,0.06905,0.24,ci,ci39652274,2023-08-28T18:10:04.082Z,"2 km ENE of Ojai, CA",earthquake,0.23,0.56,0.101,14,reviewed,ci,ci
2023-08-27T06:39:58.452Z,62.8544,-151.0108,95.3,1.3,ml,,,,0.81,ak,ak023azd94hj,2023-08-27T06:42:16.677Z,"41 km NNW of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-08-27T06:39:51.280Z,33.889,-116.9018333,12.4,1.04,ml,54,65,0.09771,0.16,ci,ci39652250,2023-08-28T17:00:09.390Z,"5 km SSW of Banning, CA",earthquake,0.15,0.45,0.118,28,reviewed,ci,ci
2023-08-27T06:31:08.670Z,19.3893337249756,-155.276672363281,1.62999999523163,1.81,ml,19,61,,0.140000001,hv,hv73546982,2023-08-27T06:36:41.220Z,"7 km SW of Volcano, Hawaii",earthquake,0.21,0.209999993,2.43,10,automatic,hv,hv
2023-08-27T06:25:10.867Z,62.7682,-150.99,85.4,1.8,ml,,,,0.96,ak,ak023azd5xe6,2023-08-27T06:31:29.455Z,"32 km NNW of Petersville, Alaska",earthquake,,1.2,,,automatic,ak,ak
2023-08-27T06:25:10.331Z,62.7919,-150.9262,89.3,1.5,ml,,,,0.25,ak,ak023azd5xcp,2023-08-27T06:26:50.964Z,"33 km NNW of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-27T06:21:49.310Z,19.3838329315186,-155.278167724609,1.74000000953674,1.89,ml,20,74,,0.180000007,hv,hv73546962,2023-08-27T06:27:20.740Z,"8 km SW of Volcano, Hawaii",earthquake,0.27,0.219999999,0.22,7,automatic,hv,hv
2023-08-27T05:58:27.600Z,46.776,-121.953,9.96,1.06,ml,22,42,0.03215,0.21,uw,uw61953661,2023-08-27T15:47:49.260Z,"6 km ENE of Ashford, Washington",earthquake,0.39,0.73,0.18353163347151535,14,reviewed,uw,uw
2023-08-27T05:58:24.760Z,36.1801666666667,-89.4363333333333,9.12,2.31,md,35,46,0.05157,0.04,nm,nm60546581,2023-08-28T13:20:27.830Z,"10 km SSE of Ridgely, Tennessee",earthquake,0.22,0.59,0.137442990615612,30,reviewed,nm,nm
2023-08-27T05:36:05.360Z,46.784166666666664,-121.949,10.65,2.07,ml,30,50,0.0258,0.17,uw,uw61953651,2023-08-29T03:26:15.806Z,"Washington",earthquake,0.29,0.56,0.13251772956196972,18,reviewed,uw,uw
2023-08-27T05:33:37.640Z,19.1480007171631,-155.374496459961,29.7700004577637,1.98000002,md,46,180,,0.109999999,hv,hv73546897,2023-08-27T05:37:00.210Z,"",earthquake,0.53,0.949999988,0.25,13,automatic,hv,hv
2023-08-27T05:21:09.648Z,62.365,-152.6888,140.3,1.5,ml,,,,0.83,ak,ak023azcjmtw,2023-08-27T05:23:37.731Z,"79 km WNW of Skwentna, Alaska",earthquake,,2,,,automatic,ak,ak
2023-08-27T05:10:57.030Z,34.4293333,-119.1748333,1.49,1.11,ml,14,129,0.03177,0.23,ci,ci39652234,2023-08-27T15:57:42.305Z,"7 km ESE of Ojai, CA",earthquake,0.4,0.58,0.101,4,reviewed,ci,ci
2023-08-27T05:05:51.990Z,17.9116666666667,-66.8898333333333,12.53,2.4,md,11,228,0.06282,0.07,pr,pr71422283,2023-08-27T05:13:26.750Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.56,0.35,0.173192530154073,6,reviewed,pr,pr
2023-08-27T05:03:07.200Z,40.4791667,-123.8685,26.38,1.69,md,27,71,0.06409,0.1,nc,nc73929801,2023-08-29T17:31:14.927Z,"20 km E of Rio Dell, CA",earthquake,0.32,0.55,0.139,19,reviewed,nc,nc
