time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-08-27T04:58:54.760Z,34.4463333,-119.2186667,1.05,1.57,ml,37,65,0.06774,0.24,ci,ci39652226,2023-08-28T16:03:26.950Z,"2 km E of Ojai, CA",earthquake,0.21,0.47,0.141,21,reviewed,ci,ci
2023-08-27T04:54:37.210Z,34.437,-119.176,4.78,1.75,ml,41,65,0.03182,0.28,ci,ci39652218,2023-08-28T15:58:49.090Z,"6 km ESE of Ojai, CA",earthquake,0.32,0.53,0.102,27,reviewed,ci,ci
2023-08-27T04:49:19.101Z,60.505,-151.2217,6.3,1.7,ml,,,,0.78,ak,ak023azc4806,2023-08-27T04:51:26.159Z,"Kenai Peninsula, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-27T04:43:30.780Z,18.2266666666667,-65.9361666666667,15.01,2.7,md,4,186,0.1182,0.2,pr,pr71422278,2023-08-27T05:15:48.340Z,"",earthquake,1.57,2.02,0.104154273066208,3,reviewed,pr,pr
2023-08-27T04:42:38.740Z,40.037,-123.7546667,16.19,1.67,md,27,107,0.07358,0.13,nc,nc73929791,2023-08-28T00:09:16.780Z,"11 km SSE of Redway, CA",earthquake,0.29,0.5,0.409,21,reviewed,nc,nc
2023-08-27T04:32:36.180Z,39.334,-123.1991667,7.86,1.4,md,16,71,0.06788,0.06,nc,nc73929786,2023-08-28T19:45:18.337Z,"8 km N of Redwood Valley, CA",earthquake,0.19,0.62,0.115,17,reviewed,nc,nc
2023-08-27T04:32:10.080Z,39.925,-123.262,6.02,1.1,md,8,82,0.06096,0.07,nc,nc71131279,2023-08-28T19:56:16.390Z,"15 km N of Covelo, CA",earthquake,0.29,0.68,0.364,7,reviewed,nc,nc
2023-08-27T04:30:30.216Z,38.1637,-117.7505,11.3,1.3,ml,7,92.77,0.093,0.1093,nn,nn00865088,2023-08-28T16:25:27.518Z,"Nevada",earthquake,,1.5,0.42,5,reviewed,nn,nn
2023-08-27T04:19:29.700Z,36.5541666666667,-89.6515,7.22,1.65,md,31,48,0.02794,0.11,nm,nm60546566,2023-08-28T17:16:23.390Z,"4 km WSW of Howardville, Missouri",earthquake,0.16,0.39,0.139682609127918,23,reviewed,nm,nm
2023-08-27T04:17:23.450Z,35.6753333,-117.5298333,7.77,1.58,ml,30,54,0.08701,0.13,ci,ci39652210,2023-08-28T15:44:38.305Z,"14 km ENE of Ridgecrest, CA",earthquake,0.18,0.59,0.086,16,reviewed,ci,ci
2023-08-27T04:15:58.067Z,31.63267612,-104.5018765,7.828295898,2.2,ml,26,139,0.03599776256,0.2,tx,tx2023qtee,2023-08-28T20:20:14.682Z,"61 km S of Whites City, New Mexico",earthquake,1.26978998,0.83130703,0.1,18,reviewed,tx,tx
2023-08-27T04:09:15.536Z,59.5955,-152.6866,84.7,2.9,ml,,,,0.23,ak,ak023azbvn35,2023-08-27T04:18:35.040Z,"50 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-27T03:58:13.836Z,43.7753,140.8306,208.402,4.2,mb,29,77,1.319,0.71,us,us7000kr9x,2023-08-29T22:27:27.040Z,"",earthquake,9.35,8.386,0.141,15,reviewed,us,us
2023-08-27T03:45:00.430Z,19.3966674804688,-155.272171020508,0.720000028610229,1.84,ml,20,44,,0.270000011,hv,hv73546772,2023-08-27T03:50:32.280Z,"6 km SW of Volcano, Hawaii",earthquake,0.28,0.379999995,0.15,7,automatic,hv,hv
2023-08-27T03:44:46.659Z,31.71525398,-104.5221001,7.828295898,2.2,ml,46,98,0.006290575124,0.2,tx,tx2023qtdd,2023-08-29T13:55:33.424Z,"52 km SSW of Whites City, New Mexico",earthquake,1.037068597,0.7170643557,0.1,29,reviewed,tx,tx
2023-08-27T03:40:31.540Z,41.5296667,-111.7351667,9.69,1.3,ml,16,71,0.06252,0.09,uu,uu60548487,2023-08-28T20:58:31.920Z,"6 km E of Avon, Utah",earthquake,0.27,0.69,0.182,2,reviewed,uu,uu
2023-08-27T03:40:24.020Z,18.012,-66.935,14.06,1.87,md,4,170,0.06453,0.11,pr,pr71422273,2023-08-27T04:06:51.910Z,"3 km NW of Fuig, Puerto Rico",earthquake,3.87,2.4,0.0425497924430105,3,reviewed,pr,pr
2023-08-27T03:24:38.360Z,19.5138,-66.0176,30,3.5,md,14,291,1.1562,0.47,pr,pr2023239000,2023-08-27T03:52:06.745Z,"116 km N of San Juan, Puerto Rico",earthquake,2.41,28.67,0.07,8,reviewed,pr,pr
2023-08-27T03:23:58.740Z,37.5525,-113.0408333,11.53,1.27,ml,7,201,0.05665,0.07,uu,uu60548477,2023-08-28T21:00:06.910Z,"12 km E of Kanarraville, Utah",earthquake,0.85,0.61,0.249,5,reviewed,uu,uu
2023-08-27T03:19:22.680Z,17.9715,-66.9345,15.58,2.61,md,9,183,0.0527,0.12,pr,pr71422233,2023-08-27T03:29:48.500Z,"2 km SW of Fuig, Puerto Rico",earthquake,0.67,0.53,0.017710522308751,4,reviewed,pr,pr
2023-08-27T03:19:17.943Z,60.1347,-152.7494,103.7,2.3,ml,,,,0.38,ak,ak023azbcctu,2023-08-27T03:28:30.040Z,"60 km WNW of Happy Valley, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-27T03:15:29.940Z,38.8258324,-122.795166,2.43,1.03,md,21,49,0.0119,0.03,nc,nc73929746,2023-08-27T04:14:17.008Z,"6 km W of Cobb, CA",earthquake,0.26,0.56,0.28,22,automatic,nc,nc
2023-08-27T03:09:43.247Z,36.3079,27.8301,69.004,4.4,mb,50,56,0.253,0.8,us,us7000kr9m,2023-08-29T13:38:06.706Z,"9 km NNW of Émponas, Greece",earthquake,6.04,6.06,0.098,30,reviewed,us,us
2023-08-27T02:37:15.010Z,38.8336667,-122.8093333,2.16,1.81,md,58,29,0.01027,0.05,nc,nc73929736,2023-08-30T16:35:21.646Z,"8 km W of Cobb, CA",earthquake,0.13,0.2,0.163,48,reviewed,nc,nc
2023-08-27T02:22:35.700Z,41.529,-111.7353333,10.1,2.15,ml,26,47,0.06301,0.12,uu,uu60548467,2023-08-28T18:40:38.300Z,"6 km E of Avon, Utah",earthquake,0.22,0.52,0.152,11,reviewed,uu,uu
2023-08-27T02:20:13.200Z,41.5243333,-111.7365,9.51,1.64,ml,19,73,0.0665,0.09,uu,uu60548462,2023-08-28T20:15:12.190Z,"6 km E of Avon, Utah",earthquake,0.29,0.51,0.052,6,reviewed,uu,uu
2023-08-27T02:18:41.452Z,-21.9915,-179.3382,578.049,4.5,mb,34,91,3.934,0.71,us,us7000kr9j,2023-08-27T02:36:44.040Z,"Fiji region",earthquake,6.42,11.234,0.093,34,reviewed,us,us
2023-08-27T02:15:45.520Z,41.5288333,-111.7368333,9.18,1.93,ml,21,50,0.06254,0.12,uu,uu60548457,2023-08-28T17:41:30.790Z,"6 km E of Avon, Utah",earthquake,0.28,0.99,0.117,9,reviewed,uu,uu
2023-08-27T01:53:23.410Z,40.1985,-121.133,7.98,1.71,md,13,86,0.05005,0.11,nc,nc73929726,2023-08-28T02:23:19.520Z,"2 km ESE of Prattville, CA",earthquake,0.64,0.42,0.167,14,reviewed,nc,nc
2023-08-27T01:51:16.278Z,31.61944242,-104.4888305,8.136791992,2.2,ml,43,134,0.05028301409,0.2,tx,tx2023qszk,2023-08-28T13:54:28.001Z,"62 km S of Whites City, New Mexico",earthquake,0.7399534486,0.7346242295999998,0.1,24,reviewed,tx,tx
2023-08-27T01:47:29.963Z,52.0994,-168.5308,30.648,3.9,mb,21,187,0.896,0.89,us,us7000krdc,2023-08-29T22:07:06.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,8.21,11.111,0.132,15,reviewed,us,us
2023-08-27T01:45:45.630Z,19.3761672973633,-155.278503417969,1.66999995708466,1.70000005,md,17,100,,0.100000001,hv,hv73546667,2023-08-27T01:48:43.090Z,"8 km SSW of Volcano, Hawaii",earthquake,0.25,0.310000002,0.119999997,13,automatic,hv,hv
2023-08-27T01:32:32.514Z,-5.4889,147.4682,196.99,4.5,mb,29,120,3.902,0.58,us,us7000kr9b,2023-08-27T01:49:17.040Z,"125 km NNW of Finschhafen, Papua New Guinea",earthquake,11.11,9.498,0.121,21,reviewed,us,us
2023-08-27T00:56:48.353Z,35.4704,141.0546,40.894,4.8,mb,55,130,2.484,0.69,us,us7000kr99,2023-08-27T01:14:10.040Z,"35 km SE of Hasaki, Japan",earthquake,8.1,7.01,0.069,65,reviewed,us,us
2023-08-27T00:56:48.340Z,48.800666666666665,-121.84466666666667,-1.01,1.23,ml,6,145,0.04106,0.38,uw,uw61953621,2023-08-27T04:23:45.480Z,"12 km SE of Glacier, Washington",earthquake,1.65,2.96,0.09671099923938786,4,reviewed,uw,uw
2023-08-27T00:21:00.354Z,65.6092,-152.0525,21,1.6,ml,,,,0.47,ak,ak023az9kg3l,2023-08-27T00:23:15.127Z,"48 km N of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-08-27T00:14:35.325Z,61.6906,-150.1751,29.9,2,ml,,,,0.69,ak,ak023az9j0rw,2023-08-27T00:16:22.260Z,"9 km SW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-27T00:03:20.180Z,19.3636665344238,-155.297332763672,1.80999994277954,1.72000003,md,15,109,,0.0799999982,hv,hv73546557,2023-08-27T00:06:26.200Z,"10 km SW of Volcano, Hawaii",earthquake,0.36,0.5,0.949999988,12,automatic,hv,hv
2023-08-26T23:55:27.667Z,64.9999,-147.3514,9.6,1.4,ml,,,,1.02,ak,ak023axzxeym,2023-08-26T23:57:36.772Z,"13 km ENE of Fox, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-08-26T23:47:26.620Z,36.83116667,-97.75566667,6.24,1.44,ml,35,53,0.08548322528,0.25,ok,ok2023qsvi,2023-08-28T14:05:02.893Z,"3 km NW of Medford, Oklahoma",earthquake,,0.8,0.34,6,reviewed,ok,ok
2023-08-26T23:35:17.590Z,36.3085,-120.65,11.92,1.73,md,25,143,0.1508,0.09,nc,nc73929701,2023-08-28T01:55:13.384Z,"12 km S of New Idria, CA",earthquake,0.29,0.44,0.295,21,reviewed,nc,nc
2023-08-26T23:32:24.174Z,61.3705,-151.3255,70.2,1.2,ml,,,,0.25,ak,ak023axzsh81,2023-08-26T23:34:46.306Z,"28 km NNW of Beluga, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-26T23:17:30.140Z,19.3893337249756,-155.278503417969,1.17999994754791,1.88,ml,18,56,,0.150000006,hv,hv73546492,2023-08-26T23:23:01.120Z,"7 km SW of Volcano, Hawaii",earthquake,0.22,0.189999998,0.18,8,automatic,hv,hv
2023-08-26T23:14:16.350Z,33.7018333,-116.7126667,18.18,1.03,ml,47,33,0.01225,0.14,ci,ci39652106,2023-08-28T15:07:15.270Z,"4 km S of Idyllwild, CA",earthquake,0.17,0.27,0.201,23,reviewed,ci,ci
2023-08-26T23:05:23.008Z,31.6117994,-104.497093,6.877099609,3.1,ml,27,139,0.05698408008,0.2,tx,tx2023qstx,2023-08-28T15:51:07.542Z,"63 km S of Whites City, New Mexico",earthquake,1.503230175,1.168122041,0.1,13,reviewed,tx,tx
2023-08-26T23:05:06.987Z,31.64304953,-104.4974069,6.260107422,2.4,ml,15,135,0.02575425985,0.2,tx,tx2023qsua,2023-08-28T11:55:08.296Z,"60 km S of Whites City, New Mexico",earthquake,1.638799753,0.798395815,0.1,24,reviewed,tx,tx
2023-08-26T22:45:29.379Z,0.8917,121.9799,74.694,4.9,mb,77,31,1.218,0.5,us,us7000kr8m,2023-08-28T03:51:39.040Z,"126 km WNW of Gorontalo, Indonesia",earthquake,5.94,6.916,0.06,89,reviewed,us,us
2023-08-26T22:18:52.020Z,19.1513328552246,-155.490173339844,30.2399997711182,1.9,ml,38,144,,0.109999999,hv,hv73546392,2023-08-26T22:25:29.050Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.59,0.889999986,4.4,3,automatic,hv,hv
2023-08-26T22:13:36.960Z,19.3841666666667,-155.278833333333,1.4,1.96,ml,29,67,,0.1,hv,hv73546382,2023-08-28T18:24:31.300Z,"",earthquake,0.16,0.11,0.195320625309211,15,reviewed,hv,hv
2023-08-26T22:11:08.015Z,40.8732,72.6703,10,4.4,mb,29,54,0.508,0.3,us,us7000kr8h,2023-08-28T03:41:30.826Z,"8 km NW of Oyim, Uzbekistan",earthquake,2.4,1.81,0.17,10,reviewed,us,us
2023-08-26T22:08:31.680Z,61.6723,-146.8499,32.5,2.2,ml,,,,0.61,ak,ak023axz1x0g,2023-08-26T22:10:40.767Z,"34 km SSE of Eureka Roadhouse, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-26T21:42:55.160Z,38.7986679,-122.7948303,3.17,1.08,md,20,51,0.007695,0.02,nc,nc73929646,2023-08-26T22:55:11.256Z,"4 km NW of The Geysers, CA",earthquake,0.26,0.63,0.13,20,automatic,nc,nc
2023-08-26T21:36:06.860Z,39.9263333,-123.2493333,5.76,2.35,md,31,37,0.05381,0.18,nc,nc73929636,2023-08-30T03:06:14.427Z,"15 km N of Covelo, CA",earthquake,0.23,0.46,0.112,47,reviewed,nc,nc
2023-08-26T21:30:48.584Z,-15.0176,-173.8802,62.401,4.7,mb,39,99,3.3,0.62,us,us7000kr8d,2023-08-28T03:36:16.040Z,"104 km N of Hihifo, Tonga",earthquake,6.95,7.373,0.054,105,reviewed,us,us
2023-08-26T21:18:17.186Z,61.7846,-149.5235,39.8,1.3,ml,,,,0.53,ak,ak023axyig2w,2023-08-26T21:20:59.448Z,"",earthquake,,0.7,,,automatic,ak,ak
2023-08-26T21:15:50.520Z,19.388334274292,-155.24333190918,2.14000010490417,1.87,ml,22,82,,0.25999999,hv,hv73546272,2023-08-26T21:21:21.910Z,"6 km S of Volcano, Hawaii",earthquake,0.3,0.340000004,2.38,11,automatic,hv,hv
2023-08-26T21:03:13.550Z,35.6091667,-117.4771667,9.32,1.17,ml,16,51,0.0257,0.17,ci,ci39652010,2023-08-28T14:54:49.384Z,"18 km E of Ridgecrest, CA",earthquake,0.27,0.49,0.172,10,reviewed,ci,ci
2023-08-26T20:25:09.090Z,34.1415,-117.4175,7.24,1.38,ml,57,37,0.04539,0.16,ci,ci39651970,2023-08-28T14:44:28.320Z,"6 km NW of Rialto, CA",earthquake,0.16,0.34,0.183,27,reviewed,ci,ci
2023-08-26T20:01:27.310Z,19.3766670227051,-155.280838012695,1.26999998092651,1.78,ml,19,91,,0.200000003,hv,hv73546147,2023-08-26T20:06:59.230Z,"Island of Hawaii, Hawaii",earthquake,0.23,0.270000011,0.23,9,automatic,hv,hv
2023-08-26T19:58:30.700Z,39.7545,-123.435,8.17,1.66,md,24,71,0.06468,0.16,nc,nc73929626,2023-08-27T23:38:13.615Z,"8 km NNE of Laytonville, CA",earthquake,0.29,0.48,0.281,24,reviewed,nc,nc
2023-08-26T19:53:31.685Z,60.9227,-150.9997,46.9,1.3,ml,,,,0.62,ak,ak023axxj9f4,2023-08-26T19:55:51.016Z,"Kenai Peninsula, Alaska",earthquake,,2.2,,,automatic,ak,ak
2023-08-26T19:47:20.797Z,60.2701,-152.8677,123.4,2.2,ml,,,,0.42,ak,ak023axxhya7,2023-08-27T21:29:04.040Z,"Southern Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-26T19:46:45.210Z,52.2017,-168.7623,35,4.1,mb,30,215,0.774,0.27,us,us7000kr82,2023-08-26T21:23:03.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,4.44,1.906,0.094,31,reviewed,us,us
2023-08-26T19:28:05.680Z,35.639,-117.4678333,5.77,1.17,ml,23,55,0.04439,0.11,ci,ci39651938,2023-08-28T14:08:18.690Z,"15 km SSW of Searles Valley, CA",earthquake,0.17,0.35,0.172,9,reviewed,ci,ci
2023-08-26T19:23:53.494Z,62.9062,-150.73,95.4,1.5,ml,,,,0.34,ak,ak023axxcvmd,2023-08-26T19:27:16.196Z,"Central Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-26T19:17:05.600Z,58.2923333333333,-154.984833333333,2.27,1.1,ml,12,132,,0.17,av,av92021831,2023-08-27T23:42:31.190Z,"86 km NNW of Karluk, Alaska",earthquake,0.33,0.5,0.368913109131459,12,reviewed,av,av
2023-08-26T19:06:38.142Z,60.5966,-151.8396,76,1.4,ml,,,,0.33,ak,ak023axx979i,2023-08-26T19:08:22.528Z,"Kenai Peninsula, Alaska",earthquake,,1,,,automatic,ak,ak
2023-08-26T18:45:51.390Z,40.199,-121.1595,2.26,2.14,md,22,191,0.04983,0.1,nc,nc73929606,2023-08-28T22:27:17.202Z,"1 km SSW of Prattville, CA",earthquake,0.39,0.49,0.147,34,reviewed,nc,nc
2023-08-26T18:28:49.950Z,44.3953333,-110.2638333,6.73,1.02,md,10,174,0.01557,0.13,uu,uu60548432,2023-08-28T15:52:09.950Z,"71 km SSW of Silver Gate, Montana",earthquake,0.84,0.59,0.099,8,reviewed,uu,uu
2023-08-26T18:25:30.620Z,39.4486667,-123.3038333,0.55,1.55,md,11,144,0.03299,0.08,nc,nc73929596,2023-08-27T23:27:15.563Z,"6 km NE of Willits, CA",earthquake,0.34,0.73,0.263,15,reviewed,nc,nc
2023-08-26T18:05:32.441Z,64.2487,-149.9919,6.1,1.3,ml,,,,0.54,ak,ak023axwnji4,2023-08-26T18:06:54.191Z,"39 km W of Clear, Alaska",earthquake,,3.8,,,automatic,ak,ak
2023-08-26T18:01:06.640Z,38.8366661,-122.8056641,2.08,1.1,md,18,55,0.01209,0.02,nc,nc73929581,2023-08-26T19:19:12.056Z,"7 km WNW of Cobb, CA",earthquake,0.22,0.53,0.2,18,automatic,nc,nc
2023-08-26T17:40:30.057Z,61.288,-148.2858,0.1,1.7,ml,,,,1.72,ak,ak023axw9lrx,2023-08-26T17:41:55.395Z,"38 km ESE of Knik River, Alaska",earthquake,,2,,,automatic,ak,ak
2023-08-26T17:34:45.810Z,39.9268333,-123.2563333,6.04,1.81,md,20,43,0.05838,0.12,nc,nc73929576,2023-08-27T23:17:18.516Z,"15 km N of Covelo, CA",earthquake,0.23,0.43,0.198,27,reviewed,nc,nc
2023-08-26T17:26:15.439Z,62.3158,-151.3345,89.6,1.5,ml,,,,0.18,ak,ak023axw6kmf,2023-08-26T17:28:09.308Z,"35 km SW of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-26T17:20:35.703Z,31.61715611,-104.5186669,8.008251953,2.3,ml,28,146,0.05374490224,0.2,tx,tx2023qsio,2023-08-29T08:40:04.839Z,"63 km SSW of Whites City, New Mexico",earthquake,2.404415904,0.9516942707000001,0.1,28,reviewed,tx,tx
2023-08-26T17:16:10.010Z,19.1971664428711,-155.380340576172,31.4899997711182,2.05999994,md,41,175,,0.100000001,hv,hv73545922,2023-08-26T17:19:17.200Z,"10 km E of Pāhala, Hawaii",earthquake,0.66,0.74000001,0.959999979,7,automatic,hv,hv
2023-08-26T16:49:45.360Z,19.3876667022705,-155.27766418457,0.829999983310699,1.74,ml,17,64,,0.209999993,hv,hv73545877,2023-08-26T16:55:16.610Z,"7 km SW of Volcano, Hawaii",earthquake,0.26,0.349999994,2.68,9,automatic,hv,hv
2023-08-26T16:37:59.800Z,33.485,-116.5915,8.92,1.88,ml,62,21,0.01403,0.2,ci,ci39651874,2023-08-27T14:06:22.020Z,"11 km SE of Anza, CA",earthquake,0.18,0.43,0.264,25,reviewed,ci,ci
2023-08-26T16:12:06.091Z,52.0646,-168.6158,33.2,2.8,ml,,,,0.57,ak,ak023axvi4u4,2023-08-26T23:37:52.349Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,230.8,,,reviewed,ak,ak
2023-08-26T16:09:21.620Z,40.5278333,-124.379,15.97,1.46,md,16,229,0.06106,0.11,nc,nc73929546,2023-08-28T01:01:14.075Z,"11 km WSW of Ferndale, CA",earthquake,0.78,0.54,0.133,10,reviewed,nc,nc
2023-08-26T16:03:55.990Z,58.2895,-154.984166666667,2.78,1.1,ml,13,130,,0.17,av,av92021656,2023-08-27T23:31:01.610Z,"86 km NNW of Karluk, Alaska",earthquake,0.33,0.51,0.317951856109008,13,reviewed,av,av
2023-08-26T16:02:04.550Z,38.8188333,-122.813,2.46,1.24,md,39,43,0.005096,0.03,nc,nc73929536,2023-08-30T02:27:12.758Z,"7 km NW of The Geysers, CA",earthquake,0.15,0.27,0.163,37,reviewed,nc,nc
2023-08-26T15:56:31.000Z,36.2785,-120.4088333,9.03,1.73,md,28,88,0.06017,0.11,nc,nc73929526,2023-08-29T23:53:14.891Z,"16 km NNW of Coalinga, CA",earthquake,0.56,0.6,0.278,28,reviewed,nc,nc
2023-08-26T15:49:56.254Z,58.1808,-155.3392,1.4,2.9,ml,,,,0.35,ak,ak023axv4q15,2023-08-27T23:24:10.790Z,"86 km NW of Karluk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-26T15:48:07.014Z,59.9082,-152.3854,91.1,2,ml,,,,0.31,ak,ak023axv4eil,2023-08-26T15:50:03.967Z,"34 km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-26T15:26:20.990Z,19.3985004425049,-155.279495239258,-0.239999994635582,1.80999994,md,11,115,,0.170000002,hv,hv73545702,2023-08-26T15:29:14.090Z,"6 km SW of Volcano, Hawaii",earthquake,0.33,0.280000001,1.01999998,7,automatic,hv,hv
2023-08-26T15:26:19.160Z,19.3666667938232,-155.300003051758,0.550000011920929,1.84,ml,27,102,,0.270000011,hv,hv73545707,2023-08-26T15:31:54.920Z,"10 km SW of Volcano, Hawaii",earthquake,0.32,0.600000024,0.33,9,automatic,hv,hv
2023-08-26T15:14:49.450Z,19.1891,-67.2208,44,3.74,md,21,208,0.7299,0.38,pr,pr2023238000,2023-08-26T20:42:31.723Z,"78 km N of San Antonio, Puerto Rico",earthquake,1.86,7.83,0.09,17,reviewed,pr,pr
2023-08-26T15:14:39.443Z,61.5098,-141.0496,2.6,1.4,ml,,,,1.48,ak,ak023axux6iz,2023-08-26T15:17:17.280Z,"Southern Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-26T15:03:16.410Z,32.5995,-117.473,13.28,1.6,ml,19,246,0.2453,0.15,ci,ci39651810,2023-08-27T20:01:40.913Z,"29 km WSW of Coronado, CA",earthquake,0.53,1.11,0.13,15,reviewed,ci,ci
2023-08-26T14:56:45.696Z,31.6237245,-104.500441,8.830908202999998,1.9,ml,21,139,0.06679810714,0.3,tx,tx2023qsdw,2023-08-29T19:30:23.663Z,"62 km S of Whites City, New Mexico",earthquake,1.60337105,1.226344351,0.1,26,reviewed,tx,tx
2023-08-26T14:42:09.910Z,34.8453333,-118.9661667,5.14,1.33,ml,32,73,0.07004,0.17,ci,ci39651802,2023-08-27T19:48:57.240Z,"3 km NW of Frazier Park, CA",earthquake,0.24,0.54,0.191,19,reviewed,ci,ci
2023-08-26T14:42:05.180Z,-14.8659,-178.2191,394.558,4.4,mb,31,47,4.583,0.7,us,us7000kr6z,2023-08-26T15:41:10.040Z,"62 km S of Alo, Wallis and Futuna",earthquake,5.41,7.702,0.046,135,reviewed,us,us
2023-08-26T14:41:30.772Z,31.62900749,-104.5007633,7.314135742,2.6,ml,26,139,0.03966028584,0.2,tx,tx2023qsdh,2023-08-28T17:00:36.701Z,"61 km S of Whites City, New Mexico",earthquake,0.8008204291999999,0.5602463049,0.1,15,reviewed,tx,tx
2023-08-26T14:40:17.590Z,19.1866664886475,-155.503173828125,32.9900016784668,2.02,ml,43,82,,0.109999999,hv,hv73545652,2023-08-26T14:45:47.760Z,"3 km SW of Pāhala, Hawaii",earthquake,0.47,0.75,3.95,9,automatic,hv,hv
2023-08-26T14:37:28.384Z,38.1505,-118.1578,8.3,1.1,ml,6,68.83,0.145,0.0958,nn,nn00865082,2023-08-28T19:57:31.969Z,"California-Nevada border region",earthquake,,2.5,0.21,5,reviewed,nn,nn
2023-08-26T14:20:42.800Z,38.8348351,-122.7993317,2.11,1.1,md,16,59,0.007874,0.02,nc,nc73929506,2023-08-26T15:21:12.687Z,"7 km WNW of Cobb, CA",earthquake,0.26,0.49,0.17,17,automatic,nc,nc
2023-08-26T14:13:09.280Z,38.7714996,-122.7573318,1.14,1.05,md,12,84,0.006624,0.01,nc,nc73929501,2023-08-26T14:50:12.647Z,"1 km S of The Geysers, CA",earthquake,0.25,0.41,0.11,11,automatic,nc,nc
2023-08-26T14:10:27.437Z,58.1756,-155.3915,2.4,1.3,ml,,,,0.24,ak,ak023axuav9z,2023-08-27T23:04:36.920Z,"87 km NW of Karluk, Alaska",earthquake,,1.4,,,automatic,ak,ak
2023-08-26T14:01:22.932Z,67.3647,-168.1783,10,3.2,mb_lg,17,248,2.126,0.58,us,us7000kr6t,2023-08-26T15:17:18.040Z,"125 km SSW of Point Hope, Alaska",earthquake,9.39,2.022,0.17,9,reviewed,us,us
2023-08-26T13:33:03.000Z,36.1993333333333,-89.4091666666667,7.58,1.56,md,14,106,0.03212,0.06,nm,nm60546516,2023-08-28T17:28:58.010Z,"10 km SE of Ridgely, Tennessee",earthquake,0.36,0.85,0.158001611668485,11,reviewed,nm,nm
2023-08-26T13:30:11.770Z,31.61387718,-104.4957689,6.902807617,3.8,ml,47,138,0.05498202743,0.2,tx,tx2023qsaz,2023-08-28T15:44:34.437Z,"63 km S of Whites City, New Mexico",earthquake,1.165787626,0.8587266030000001,0.2,23,reviewed,tx,tx
2023-08-26T13:29:33.086Z,33.8956,131.8843,82.726,4.8,mb,45,66,1.666,0.71,us,us7000kr6n,2023-08-27T06:48:35.389Z,"8 km SW of Hikari, Japan",earthquake,3.47,7.148,0.08,48,reviewed,us,us
2023-08-26T13:15:37.080Z,19.3661666666667,-155.293,1.89,2.2,ml,46,108,,0.12,hv,hv73545572,2023-08-28T18:39:13.950Z,"10 km SW of Volcano, Hawaii",earthquake,0.17,0.24,0.169290788652437,13,reviewed,hv,hv
2023-08-26T13:07:55.526Z,61.1919,-147.3552,15.6,3.2,ml,,,,0.45,ak,ak023axtouoy,2023-08-26T14:57:05.040Z,"51 km NW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-26T12:37:35.384Z,63.5051,-148.0828,8.4,1.3,ml,,,,1.43,ak,ak023axt9t0i,2023-08-26T12:39:48.757Z,"45 km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-26T12:32:25.441Z,32.12310791,-101.0538538,6.773966471,2.6,ml,44,69,0.2177025547,0.1,tx,tx2023qrzb,2023-08-28T14:48:51.158Z,"western Texas",earthquake,0.6251790638,2.399807701,0.1,29,reviewed,tx,tx
2023-08-26T12:16:32.221Z,-1.5607,152.0492,37.507,4.5,mb,26,140,2.616,0.33,us,us7000kr67,2023-08-26T12:45:52.040Z,"",earthquake,7.75,9.941,0.121,23,reviewed,us,us
2023-08-26T12:04:56.223Z,63.0711,-150.7848,118.9,1.7,ml,,,,0.22,ak,ak023axt2rzq,2023-08-26T12:06:55.336Z,"64 km N of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-08-26T12:02:41.530Z,36.0141667,-120.0355,8.32,1.18,md,26,132,0.04871,0.14,nc,nc71131274,2023-08-28T20:17:28.506Z,"7 km W of Kettleman City, CA",earthquake,0.66,0.46,0.134,9,reviewed,nc,nc
2023-08-26T12:02:23.780Z,37.9533333,-118.6091667,9.87,2.3,md,26,79,0.2303,0.05,nc,nc73929476,2023-08-28T22:12:18.129Z,"40 km S of Qualeys Camp, NV",earthquake,0.4,2.2,0.24,27,reviewed,nc,nc
